home_team,away_team,tournament,difference
Romania,Lithuania,FIFA World Cup qualification,3
Wales,San Marino,FIFA World Cup qualification,6
Colombia,Chile,FIFA World Cup qualification,3
Greece,Bosnia and Herzegovina,FIFA World Cup qualification,3
Moldova,England,FIFA World Cup qualification,3
Russia,Cyprus,FIFA World Cup qualification,4
Slovenia,Denmark,FIFA World Cup qualification,2
Cambodia,Vietnam,AFF Championship,2
Laos,Indonesia,AFF Championship,4
Philippines,Thailand,AFF Championship,5
Faroe Islands,Spain,FIFA World Cup qualification,4
Jamaica,Costa Rica,Friendly,2
Malaysia,Philippines,AFF Championship,7
Poland,Germany,Friendly,2
Singapore,Brunei,AFF Championship,3
Myanmar,Cambodia,AFF Championship,5
Singapore,Philippines,AFF Championship,3
Thailand,Brunei,AFF Championship,6
Myanmar,Vietnam,AFF Championship,3
Indonesia,Cambodia,AFF Championship,3
El Salvador,Cuba,FIFA World Cup qualification,5
Indonesia,Myanmar,AFF Championship,5
Brunei,Malaysia,AFF Championship,6
Laos,Myanmar,AFF Championship,2
Malaysia,Indonesia,AFF Championship,2
Thailand,Vietnam,AFF Championship,2
Australia,Ghana,Simba Tournament,2
Saint Vincent and the Grenadines,Mexico,FIFA World Cup qualification,3
Jamaica,Honduras,FIFA World Cup qualification,3
Czech Republic,Malta,FIFA World Cup qualification,6
South Africa,Australia,Simba Tournament,2
Qatar,Sri Lanka,FIFA World Cup qualification,3
Australia,Kenya,Simba Tournament,4
India,Philippines,FIFA World Cup qualification,2
Panama,Cuba,FIFA World Cup qualification,2
Slovakia,Malta,FIFA World Cup qualification,6
Qatar,Philippines,FIFA World Cup qualification,5
South Korea,China PR,Friendly,2
Oman,Mozambique,Friendly,2
Saudi Arabia,Zambia,Friendly,2
Philippines,Sri Lanka,FIFA World Cup qualification,3
Qatar,India,FIFA World Cup qualification,6
Saudi Arabia,New Zealand,Friendly,3
Latvia,Scotland,FIFA World Cup qualification,2
Lithuania,Iceland,FIFA World Cup qualification,2
Moldova,Italy,FIFA World Cup qualification,2
Wales,Netherlands,FIFA World Cup qualification,2
Algeria,Ivory Coast,African Cup of Nations qualification,3
Faroe Islands,Serbia,FIFA World Cup qualification,7
Sudan,Zimbabwe,African Cup of Nations qualification,3
Tunisia,Sierra Leone,African Cup of Nations qualification,2
Oman,Azerbaijan,Friendly,2
Bosnia and Herzegovina,Croatia,FIFA World Cup qualification,3
Albania,Portugal,FIFA World Cup qualification,3
Armenia,Germany,FIFA World Cup qualification,4
France,Turkey,Friendly,4
Iceland,Romania,FIFA World Cup qualification,4
Republic of Ireland,North Macedonia,FIFA World Cup qualification,3
Norway,Hungary,FIFA World Cup qualification,3
San Marino,Belgium,FIFA World Cup qualification,3
Venezuela,Argentina,FIFA World Cup qualification,3
Canada,Cuba,FIFA World Cup qualification,2
Saint Vincent and the Grenadines,Honduras,FIFA World Cup qualification,3
Canada,Cuba,FIFA World Cup qualification,2
Brazil,Lithuania,Friendly,2
Peru,United States,Friendly,3
Gabon,Burkina Faso,Friendly,2
Oman,Qatar,Gulf Cup,3
Saudi Arabia,Bahrain,Gulf Cup,2
Slovakia,Faroe Islands,FIFA World Cup qualification,3
Tahiti,Australia,Oceania Nations Cup,6
Mexico,Saint Vincent and the Grenadines,FIFA World Cup qualification,4
Australia,Tahiti,Oceania Nations Cup,5
Lithuania,Indonesia,Friendly,4
United States,Guatemala,FIFA World Cup qualification,2
Mexico,Honduras,FIFA World Cup qualification,2
Costa Rica,Panama,Friendly,2
Egypt,Namibia,FIFA World Cup qualification,6
Thailand,Bulgaria,Friendly,4
Georgia,England,FIFA World Cup qualification,2
Liechtenstein,North Macedonia,FIFA World Cup qualification,10
Morocco,Sierra Leone,FIFA World Cup qualification,4
Netherlands,Wales,FIFA World Cup qualification,6
Nigeria,Burkina Faso,FIFA World Cup qualification,2
Costa Rica,Guatemala,FIFA World Cup qualification,3
Jamaica,Saint Vincent and the Grenadines,FIFA World Cup qualification,5
Azerbaijan,Hungary,FIFA World Cup qualification,3
Cyprus,Israel,FIFA World Cup qualification,2
Guinea,Kenya,FIFA World Cup qualification,2
Luxembourg,Russia,FIFA World Cup qualification,4
Peru,Venezuela,FIFA World Cup qualification,3
Togo,Cameroon,FIFA World Cup qualification,2
Turkey,San Marino,FIFA World Cup qualification,7
United States,Trinidad and Tobago,FIFA World Cup qualification,2
Tonga,Cook Islands,FIFA World Cup qualification,2
Andorra,Estonia,Friendly,5
Brazil,Cameroon,Friendly,2
Spain,Slovakia,FIFA World Cup qualification,3
Estonia,Indonesia,Friendly,3
Saudi Arabia,Syria,Friendly,2
Honduras,Saint Vincent and the Grenadines,FIFA World Cup qualification,8
Saudi Arabia,Mali,Friendly,2
United Arab Emirates,Uzbekistan,Friendly,2
El Salvador,Mexico,Friendly,2
Kuwait,Mali,Friendly,2
United Arab Emirates,Uzbekistan,Friendly,2
South Korea,Colombia,Friendly,3
Indonesia,Iraq,Friendly,4
Mali,Burkina Faso,Friendly,2
Malta,North Macedonia,Friendly,2
Uganda,Kenya,CECAFA Cup,2
Saudi Arabia,Indonesia,Friendly,3
El Salvador,Cuba,FIFA World Cup qualification,3
Lebanon,Georgia,Friendly,2
Saudi Arabia,Thailand,AFC Asian Cup,6
China PR,Uzbekistan,AFC Asian Cup,2
South Korea,Indonesia,AFC Asian Cup,2
Thailand,Iran,AFC Asian Cup,2
Japan,Uzbekistan,AFC Asian Cup,4
Syria,China PR,AFC Asian Cup,3
Kuwait,South Korea,AFC Asian Cup,2
United Arab Emirates,Indonesia,AFC Asian Cup,2
Iraq,Thailand,AFC Asian Cup,3
Saudi Arabia,Iran,AFC Asian Cup,3
Morocco,Nigeria,King Hassan II Tournament,2
Belgium,Netherlands,FIFA World Cup qualification,3
Cyprus,Bulgaria,FIFA World Cup qualification,2
North Macedonia,Romania,FIFA World Cup qualification,3
Northern Ireland,Albania,FIFA World Cup qualification,2
Spain,Serbia,FIFA World Cup qualification,2
El Salvador,Canada,FIFA World Cup qualification,2
Kenya,Zambia,Friendly,2
Kuwait,Japan,AFC Asian Cup,2
Panama,Cuba,FIFA World Cup qualification,2
Uruguay,Peru,FIFA World Cup qualification,2
Venezuela,Colombia,FIFA World Cup qualification,2
South Korea,Iran,AFC Asian Cup,4
Malta,Spain,FIFA World Cup qualification,3
Basque Country,Estonia,Friendly,2
Chile,Armenia,Friendly,7
Egypt,Belarus,Friendly,2
Paraguay,Armenia,Friendly,2
Togo,Ghana,Friendly,4
Bolivia,Ecuador,FIFA World Cup qualification,2
Burkina Faso,Guinea,FIFA World Cup qualification,2
Venezuela,Paraguay,FIFA World Cup qualification,2
Zimbabwe,Togo,FIFA World Cup qualification,3
United States,Mexico,USA Cup,2
Italy,Northern Ireland,Friendly,2
New Zealand,Norway,Friendly,3
Portugal,France,Friendly,2
South Korea,New Zealand,Friendly,2
Malawi,Zambia,African Cup of Nations qualification,2
Cameroon,Namibia,African Cup of Nations qualification,4
Lebanon,Estonia,Friendly,2
Mozambique,Mauritius,African Cup of Nations qualification,3
Eswatini,Lesotho,Friendly,2
Mexico,Ecuador,Friendly,2
Ecuador,Uruguay,FIFA World Cup qualification,4
Northern Ireland,Belgium,Friendly,3
Spain,Malta,FIFA World Cup qualification,4
Cyprus,Latvia,Cyprus International Tournament,2
Tonga,Solomon Islands,FIFA World Cup qualification,4
Thailand,Sweden,King's Cup,2
Kuwait,Egypt,Friendly,2
Costa Rica,Venezuela,Friendly,3
Guyana,French Guiana,CFU Caribbean Cup qualification,2
China PR,Singapore,Dunhill Cup,2
Bosnia and Herzegovina,Vietnam,Dunhill Cup,4
Hong Kong,South Korea,FIFA World Cup qualification,2
Botswana,Lesotho,Friendly,3
Malaysia,China PR,Dunhill Cup,2
Bosnia and Herzegovina,Indonesia,Dunhill Cup,2
Brazil,Poland,Friendly,2
Vietnam,Zimbabwe,Dunhill Cup,6
China PR,Zimbabwe,Dunhill Cup,2
Azerbaijan,Estonia,Friendly,2
Botswana,Malawi,COSAFA Cup qualification,3
Solomon Islands,Tonga,FIFA World Cup qualification,9
Bosnia and Herzegovina,China PR,Dunhill Cup,3
Lesotho,Zambia,COSAFA Cup qualification,2
Mexico,Canada,FIFA World Cup qualification,4
Saudi Arabia,Syria,Friendly,3
Thailand,South Korea,FIFA World Cup qualification,2
Eswatini,Mozambique,COSAFA Cup qualification,4
Costa Rica,Cameroon,Friendly,5
Saudi Arabia,Indonesia,Friendly,2
Thailand,Hong Kong,FIFA World Cup qualification,2
Cyprus,Greece,Friendly,4
Saudi Arabia,Indonesia,Friendly,2
Thailand,Japan,Friendly,2
Taiwan,Saudi Arabia,FIFA World Cup qualification,2
Malaysia,Bangladesh,FIFA World Cup qualification,2
United States,Canada,FIFA World Cup qualification,3
Austria,Slovenia,Friendly,2
Bangladesh,Taiwan,FIFA World Cup qualification,2
Kuwait,Bahrain,Friendly,2
Malta,Hungary,Friendly,3
Bangladesh,Saudi Arabia,FIFA World Cup qualification,3
Malaysia,Taiwan,FIFA World Cup qualification,2
Azerbaijan,Turkmenistan,Friendly,3
Bolivia,Jamaica,Friendly,6
Macau,Japan,FIFA World Cup qualification,10
Nepal,Japan,FIFA World Cup qualification,6
Oman,Macau,FIFA World Cup qualification,4
Saudi Arabia,Bangladesh,FIFA World Cup qualification,3
England,Mexico,Friendly,2
Italy,Moldova,FIFA World Cup qualification,3
Netherlands,San Marino,FIFA World Cup qualification,4
Romania,Liechtenstein,FIFA World Cup qualification,8
Saudi Arabia,Malaysia,FIFA World Cup qualification,3
Scotland,Estonia,FIFA World Cup qualification,2
United Arab Emirates,Norway,Friendly,3
China PR,Iraq,Nehru Cup,2
Georgia,Armenia,Friendly,7
Luxembourg,Israel,FIFA World Cup qualification,3
Malta,Slovakia,FIFA World Cup qualification,2
Saudi Arabia,Taiwan,FIFA World Cup qualification,6
Brazil,Chile,Friendly,4
Bulgaria,Cyprus,FIFA World Cup qualification,3
Dominica,British Virgin Islands,CFU Caribbean Cup qualification,5
Hungary,Australia,Friendly,2
Scotland,Austria,FIFA World Cup qualification,2
Sint Maarten,Anguilla,CFU Caribbean Cup qualification,3
Trinidad and Tobago,Guyana,Friendly,3
Uruguay,Venezuela,FIFA World Cup qualification,2
British Virgin Islands,Anguilla,CFU Caribbean Cup qualification,2
Grenada,Guyana,CFU Caribbean Cup qualification,4
Angola,Togo,FIFA World Cup qualification,2
Congo,South Africa,FIFA World Cup qualification,2
Dominica,Anguilla,CFU Caribbean Cup qualification,5
Gabon,Morocco,FIFA World Cup qualification,4
Guyana,Barbados,CFU Caribbean Cup qualification,2
Indonesia,Cambodia,FIFA World Cup qualification,8
Kuwait,Iran,Friendly,2
Mexico,Jamaica,FIFA World Cup qualification,6
Honduras,Panama,UNCAF Cup,5
Thailand,Kuwait,Friendly,2
Costa Rica,Nicaragua,UNCAF Cup,4
Honduras,El Salvador,UNCAF Cup,3
Zambia,Malawi,COSAFA Cup,4
Jordan,Bahrain,FIFA World Cup qualification,3
Cameroon,Congo,Friendly,2
El Salvador,Panama,UNCAF Cup,2
Guatemala,Nicaragua,UNCAF Cup,5
China PR,Myanmar,Friendly,5
Iran,Kenya,Friendly,3
United Arab Emirates,Bahrain,FIFA World Cup qualification,3
China PR,South Korea,Friendly,2
Honduras,Costa Rica,UNCAF Cup,4
Turkmenistan,Azerbaijan,Friendly,2
United Arab Emirates,Jordan,FIFA World Cup qualification,2
Cameroon,Togo,FIFA World Cup qualification,2
Ghana,Gabon,FIFA World Cup qualification,3
Lebanon,Libya,Friendly,2
Tunisia,Liberia,FIFA World Cup qualification,2
Zambia,Congo,FIFA World Cup qualification,3
Chile,Venezuela,FIFA World Cup qualification,6
Slovakia,Iceland,Friendly,2
Austria,Estonia,FIFA World Cup qualification,2
Brazil,Mexico,Friendly,4
Denmark,Slovenia,FIFA World Cup qualification,4
England,Georgia,FIFA World Cup qualification,2
Germany,Ukraine,FIFA World Cup qualification,2
Israel,Cyprus,FIFA World Cup qualification,2
Italy,Poland,FIFA World Cup qualification,3
Latvia,Belarus,FIFA World Cup qualification,2
Liechtenstein,Lithuania,FIFA World Cup qualification,2
Paraguay,Uruguay,FIFA World Cup qualification,2
Russia,Luxembourg,FIFA World Cup qualification,3
San Marino,Netherlands,FIFA World Cup qualification,6
Turkey,Belgium,FIFA World Cup qualification,2
Fiji,New Caledonia,Friendly,4
Aruba,Jamaica,CFU Caribbean Cup qualification,6
Martinique,Dominica,CFU Caribbean Cup qualification,7
Tajikistan,Vietnam,FIFA World Cup qualification,4
Turkmenistan,China PR,FIFA World Cup qualification,3
Ivory Coast,Senegal,Friendly,3
Kuwait,Lebanon,FIFA World Cup qualification,2
Costa Rica,Jamaica,FIFA World Cup qualification,2
Kazakhstan,Pakistan,FIFA World Cup qualification,3
Yemen,Cambodia,FIFA World Cup qualification,7
Estonia,Latvia,FIFA World Cup qualification,2
Republic of Ireland,Liechtenstein,FIFA World Cup qualification,5
Pakistan,Iraq,FIFA World Cup qualification,4
Uzbekistan,Cambodia,FIFA World Cup qualification,6
Vietnam,China PR,FIFA World Cup qualification,2
El Salvador,Ecuador,Friendly,2
South Korea,Hong Kong,FIFA World Cup qualification,4
Norway,Brazil,Friendly,2
Burkina Faso,Mali,Friendly,2
Morocco,Ethiopia,African Cup of Nations qualification,4
Poland,England,FIFA World Cup qualification,2
Vietnam,Tajikistan,FIFA World Cup qualification,4
Zambia,Cameroon,Friendly,3
Maldives,Iran,FIFA World Cup qualification,17
England,Italy,Tournoi de France,2
Kyrgyzstan,Iran,FIFA World Cup qualification,7
South Africa,Netherlands,Friendly,2
Syria,Maldives,FIFA World Cup qualification,12
Kuwait,Singapore,FIFA World Cup qualification,4
Kyrgyzstan,Maldives,FIFA World Cup qualification,3
Belgium,San Marino,FIFA World Cup qualification,6
Georgia,Moldova,FIFA World Cup qualification,2
Nigeria,Kenya,FIFA World Cup qualification,3
Portugal,Albania,FIFA World Cup qualification,2
Argentina,Peru,FIFA World Cup qualification,2
Bulgaria,Luxembourg,FIFA World Cup qualification,4
Denmark,Bosnia and Herzegovina,FIFA World Cup qualification,2
Finland,Azerbaijan,FIFA World Cup qualification,3
Guinea,Burkina Faso,FIFA World Cup qualification,2
Latvia,Austria,FIFA World Cup qualification,2
Russia,Israel,FIFA World Cup qualification,2
Serbia,Slovakia,FIFA World Cup qualification,2
South Africa,Zambia,FIFA World Cup qualification,3
Vietnam,Turkmenistan,FIFA World Cup qualification,4
Iran,Kyrgyzstan,FIFA World Cup qualification,2
Maldives,Syria,FIFA World Cup qualification,12
Australia,Solomon Islands,FIFA World Cup qualification,13
Iran,Maldives,FIFA World Cup qualification,9
New Zealand,Papua New Guinea,FIFA World Cup qualification,7
Pakistan,Kazakhstan,FIFA World Cup qualification,7
Ghana,Serbia,Korea Cup,2
South Korea,Egypt,Korea Cup,2
Australia,Tahiti,FIFA World Cup qualification,5
Brazil,Costa Rica,Copa América,5
Maldives,Kyrgyzstan,FIFA World Cup qualification,6
Argentina,Chile,Copa América,2
South Korea,Ghana,Korea Cup,3
Paraguay,Ecuador,Copa América,2
Poland,Georgia,FIFA World Cup qualification,3
Bolivia,Peru,Copa América,2
Fiji,Papua New Guinea,FIFA World Cup qualification,2
Mozambique,Tanzania,COSAFA Cup,3
Solomon Islands,Tahiti,FIFA World Cup qualification,3
Uruguay,Venezuela,Copa América,2
Colombia,Costa Rica,Copa América,3
Egypt,Ghana,Korea Cup,2
Australia,Solomon Islands,FIFA World Cup qualification,4
New Zealand,Fiji,FIFA World Cup qualification,5
Peru,Venezuela,Copa América,2
Australia,Tahiti,FIFA World Cup qualification,2
Brazil,Colombia,Copa América,2
Iraq,Pakistan,FIFA World Cup qualification,5
Uzbekistan,Indonesia,FIFA World Cup qualification,3
Brazil,Paraguay,Copa América,2
China PR,Vietnam,FIFA World Cup qualification,4
Estonia,Andorra,Friendly,3
Japan,Macau,FIFA World Cup qualification,10
Lebanon,Kuwait,FIFA World Cup qualification,2
Mali,Benin,African Cup of Nations qualification,2
Nepal,Oman,FIFA World Cup qualification,6
Senegal,Ethiopia,African Cup of Nations qualification,3
Tajikistan,Turkmenistan,FIFA World Cup qualification,5
Bolivia,Mexico,Copa América,2
Japan,Nepal,FIFA World Cup qualification,3
Latvia,Andorra,Friendly,3
Macau,Oman,FIFA World Cup qualification,2
Brazil,Peru,Copa América,7
Namibia,Malawi,COSAFA Cup,3
New Zealand,Australia,FIFA World Cup qualification,3
Bolivia,Brazil,Copa América,2
Cambodia,Uzbekistan,FIFA World Cup qualification,3
Jamaica,Cuba,Friendly,3
Kazakhstan,Iraq,FIFA World Cup qualification,2
Jersey,Frøya,Island Games,3
Ynys Môn,Hitra,Island Games,8
Ynys Môn,Shetland,Island Games,4
Hitra,Isle of Wight,Island Games,4
Frøya,Gibraltar,Island Games,4
Gibraltar,Greenland,Island Games,4
Jersey,Guernsey,Island Games,4
Frøya,Hitra,Island Games,3
Isle of Wight,Guernsey,Island Games,2
Chile,Colombia,FIFA World Cup qualification,3
Australia,New Zealand,FIFA World Cup qualification,2
Antigua and Barbuda,Grenada,CFU Caribbean Cup,2
Saint Kitts and Nevis,Martinique,CFU Caribbean Cup,2
Antigua and Barbuda,Jamaica,CFU Caribbean Cup,2
Saint Kitts and Nevis,Trinidad and Tobago,CFU Caribbean Cup,3
Egypt,Senegal,African Cup of Nations qualification,2
Jamaica,Grenada,CFU Caribbean Cup,3
Mauritius,Mozambique,African Cup of Nations qualification,2
Togo,Liberia,African Cup of Nations qualification,4
Trinidad and Tobago,Saint Kitts and Nevis,CFU Caribbean Cup,4
Argentina,Venezuela,FIFA World Cup qualification,2
Algeria,Benin,African Cup of Nations qualification,2
Egypt,Ethiopia,African Cup of Nations qualification,7
Ivory Coast,Mali,African Cup of Nations qualification,2
Morocco,Senegal,African Cup of Nations qualification,3
Estonia,Faroe Islands,Friendly,2
Hungary,Malta,Friendly,3
Tunisia,Zambia,Friendly,2
Tunisia,Nigeria,Friendly,2
Japan,Brazil,Friendly,3
Burkina Faso,Kenya,FIFA World Cup qualification,2
Morocco,Gabon,FIFA World Cup qualification,2
Zambia,DR Congo,FIFA World Cup qualification,2
Egypt,Liberia,FIFA World Cup qualification,5
Ghana,Sierra Leone,FIFA World Cup qualification,2
Tunisia,Namibia,FIFA World Cup qualification,4
Bosnia and Herzegovina,Denmark,FIFA World Cup qualification,3
Colombia,Bolivia,FIFA World Cup qualification,3
Czech Republic,Faroe Islands,FIFA World Cup qualification,2
Estonia,Austria,FIFA World Cup qualification,3
Finland,Norway,FIFA World Cup qualification,4
Liechtenstein,Iceland,FIFA World Cup qualification,4
Northern Ireland,Germany,FIFA World Cup qualification,2
Portugal,Armenia,FIFA World Cup qualification,2
Romania,North Macedonia,FIFA World Cup qualification,2
Turkey,Wales,FIFA World Cup qualification,2
Venezuela,Peru,FIFA World Cup qualification,3
Lebanon,Iraq,Friendly,2
South Korea,Tajikistan,Friendly,3
Uzbekistan,Yemen,FIFA World Cup qualification,4
Jamaica,Trinidad and Tobago,Friendly,5
China PR,Kazakhstan,Friendly,3
United Arab Emirates,Iran,Friendly,2
Nepal,Pakistan,SAFF Cup,2
Armenia,Albania,FIFA World Cup qualification,3
Faroe Islands,Czech Republic,FIFA World Cup qualification,2
Iceland,Republic of Ireland,FIFA World Cup qualification,2
South Korea,Kazakhstan,FIFA World Cup qualification,3
Liechtenstein,Romania,FIFA World Cup qualification,7
Lithuania,North Macedonia,FIFA World Cup qualification,2
Netherlands,Belgium,FIFA World Cup qualification,2
Slovenia,Greece,FIFA World Cup qualification,3
Sri Lanka,Pakistan,SAFF Cup,2
India,Bangladesh,SAFF Cup,3
Japan,Uzbekistan,FIFA World Cup qualification,3
Luxembourg,Cyprus,FIFA World Cup qualification,2
Scotland,Belarus,FIFA World Cup qualification,3
Nepal,Sri Lanka,SAFF Cup,2
Brazil,Ecuador,Friendly,2
Denmark,Croatia,FIFA World Cup qualification,2
England,Moldova,FIFA World Cup qualification,4
Germany,Armenia,FIFA World Cup qualification,4
Hungary,Azerbaijan,FIFA World Cup qualification,2
Norway,Switzerland,FIFA World Cup qualification,5
Romania,Iceland,FIFA World Cup qualification,4
San Marino,Turkey,FIFA World Cup qualification,5
India,Pakistan,SAFF Cup,2
United Arab Emirates,Kazakhstan,FIFA World Cup qualification,4
China PR,Iran,FIFA World Cup qualification,2
India,Maldives,SAFF Cup,4
El Salvador,Canada,FIFA World Cup qualification,3
Indonesia,Tanzania,Friendly,2
Qatar,Kuwait,FIFA World Cup qualification,2
Indonesia,New Zealand,Friendly,5
Poland,Lithuania,Friendly,2
Saudi Arabia,Mali,Friendly,4
Iran,Qatar,FIFA World Cup qualification,3
South Korea,United Arab Emirates,FIFA World Cup qualification,3
Saint Kitts and Nevis,Cuba,Gold Cup qualification,2
Mexico,El Salvador,FIFA World Cup qualification,5
Moldova,Poland,FIFA World Cup qualification,3
Brazil,Morocco,Friendly,2
Armenia,Ukraine,FIFA World Cup qualification,2
Austria,Belarus,FIFA World Cup qualification,4
Cyprus,Luxembourg,FIFA World Cup qualification,2
Czech Republic,Slovakia,FIFA World Cup qualification,3
Georgia,Poland,FIFA World Cup qualification,3
Iceland,Liechtenstein,FIFA World Cup qualification,4
Malta,Serbia,FIFA World Cup qualification,5
Russia,Bulgaria,FIFA World Cup qualification,2
Scotland,Latvia,FIFA World Cup qualification,2
Slovenia,Croatia,FIFA World Cup qualification,2
Spain,Faroe Islands,FIFA World Cup qualification,2
