home_team,away_team,home_score,away_score,tournament,difference
Tanzania,Uganda,1,5,Friendly,4
Hungary,Austria,6,1,Central European International Cup,5
Republic of Ireland,Yugoslavia,1,4,Friendly,3
Ghana,Nigeria,7,0,Friendly,7
England,Northern Ireland,3,0,British Home Championship,3
Netherlands,Norway,3,0,Friendly,3
Scotland,Wales,2,0,British Home Championship,2
Brazil,Paraguay,3,0,Copa Oswaldo Cruz,3
Bulgaria,Czechoslovakia,3,0,Friendly,3
Hungary,Sweden,4,2,Friendly,2
Germany,Norway,2,0,Friendly,2
Portugal,Sweden,2,6,Friendly,4
Hungary,Italy,2,0,Central European International Cup,2
England,Spain,4,1,Friendly,3
Suriname,Trinidad and Tobago,5,2,Friendly,3
Suriname,Trinidad and Tobago,3,1,Friendly,2
Pakistan,Myanmar,4,2,Friendly,2
Suriname,Trinidad and Tobago,3,0,Friendly,3
Turkey,Portugal,3,1,Friendly,2
Egypt,Portugal,0,4,Friendly,4
Myanmar,Sri Lanka,3,1,Friendly,2
Curaçao,Martinique,3,1,Friendly,2
Curaçao,Martinique,3,1,Friendly,2
Uruguay,Paraguay,4,2,Copa América,2
Brazil,Chile,1,4,Copa América,3
Uruguay,Peru,2,0,Copa América,2
Argentina,Chile,2,0,Copa América,2
Chile,Paraguay,2,0,Copa América,2
Italy,France,2,0,Friendly,2
Turkey,Hungary,3,1,Friendly,2
Philippines,South Korea,0,2,AFC Asian Cup qualification,2
Lebanon,Hungary,1,4,Friendly,3
Mexico,Peru,0,2,Pan American Championship,2
Argentina,Chile,3,0,Pan American Championship,3
Belgium,Switzerland,1,3,Friendly,2
Brazil,Costa Rica,7,1,Pan American Championship,6
Panama,Venezuela,2,4,Friendly,2
Haiti,Venezuela,3,0,Friendly,3
Costa Rica,Peru,4,2,Pan American Championship,2
Malaysia,Cambodia,9,2,AFC Asian Cup qualification,7
France,Austria,3,1,Friendly,2
Portugal,Turkey,3,1,Friendly,2
South Korea,Philippines,3,0,AFC Asian Cup qualification,3
Italy,Brazil,3,0,Friendly,3
Martinique,Guadeloupe,3,0,Friendly,3
Vietnam Republic,Malaysia,4,0,AFC Asian Cup qualification,4
England,Brazil,4,2,Friendly,2
Netherlands,Republic of Ireland,1,4,Friendly,3
Switzerland,Czechoslovakia,1,6,Central European International Cup,5
Finland,England,1,5,Friendly,4
Hungary,Czechoslovakia,2,4,Central European International Cup,2
Russia,Denmark,5,1,Friendly,4
Germany,England,1,3,Friendly,2
Portugal,Spain,3,1,Friendly,2
Finland,Sweden,1,3,Nordic Championship,2
Paraguay,Brazil,0,2,Copa Oswaldo Cruz,2
Norway,Germany,1,3,Friendly,2
Paraguay,Brazil,2,5,Copa Oswaldo Cruz,3
Romania,Sweden,0,2,Friendly,2
Brazil,Uruguay,2,0,Atlantic Cup,2
Romania,Norway,2,0,Friendly,2
Mauritius,Réunion,8,3,Friendly,5
Brazil,Italy,2,0,Friendly,2
Denmark,Russia,2,5,Friendly,3
Madagascar,Réunion,4,2,Friendly,2
Hungary,Poland,4,1,Friendly,3
Poland,German DR,0,2,Friendly,2
Russia,Lithuania,2,0,Friendly,2
Brazil,Czechoslovakia,4,1,Friendly,3
Russia,Belarus,5,1,Friendly,4
Yugoslavia,China PR,4,0,Friendly,4
Estonia,Lithuania,0,2,Friendly,2
Russia,Belarus,4,2,Friendly,2
Lithuania,Moldova,1,4,Friendly,3
Chile,Czechoslovakia,3,0,Friendly,3
South Korea,Taiwan,2,0,AFC Asian Cup qualification,2
Yugoslavia,Indonesia,4,2,Friendly,2
Bulgaria,Romania,2,0,Friendly,2
Croatia,Indonesia,5,2,Friendly,3
South Korea,Vietnam Republic,5,3,AFC Asian Cup,2
Finland,Denmark,0,4,Nordic Championship,4
Norway,Sweden,3,1,Nordic Championship,2
Yugoslavia,Hungary,1,3,Central European International Cup,2
Hong Kong,South Korea,2,4,Friendly,2
German DR,Indonesia,3,1,Friendly,2
Austria,Luxembourg,7,0,FIFA World Cup qualification,7
China PR,North Vietnam,5,3,Friendly,2
North Korea,North Vietnam,3,0,Friendly,3
Austria,Hungary,0,2,Friendly,2
Bulgaria,German DR,3,1,Friendly,2
Vietnam Republic,Thailand,3,1,Friendly,2
Nigeria,Ghana,3,0,Friendly,3
Poland,Norway,5,3,Friendly,2
Poland,Finland,5,0,Friendly,5
Philippines,United States,0,4,Friendly,4
France,Belgium,6,3,FIFA World Cup qualification,3
England,Wales,3,1,British Home Championship,2
Indonesia,United States,7,5,Friendly,2
Germany,Switzerland,1,3,Friendly,2
Scotland,Yugoslavia,2,0,Friendly,2
Republic of Ireland,Germany,3,0,Friendly,3
Tanzania,Kenya,0,9,Friendly,9
England,Yugoslavia,3,0,Friendly,3
Uganda,Zanzibar,5,2,Friendly,3
England,Denmark,5,2,FIFA World Cup qualification,3
Australia,India,1,7,Friendly,6
Singapore,Bulgaria,2,10,Friendly,8
Germany,Belgium,4,1,Friendly,3
Indonesia,Yugoslavia,1,5,Friendly,4
India,Yugoslavia,0,3,Friendly,3
Jamaica,Trinidad and Tobago,2,0,Friendly,2
Spain,Netherlands,5,1,Friendly,4
Guatemala,Costa Rica,2,6,FIFA World Cup qualification,4
Egypt,Ethiopia,4,0,African Cup of Nations,4
Costa Rica,Guatemala,3,1,FIFA World Cup qualification,2
Costa Rica,Curaçao,4,0,FIFA World Cup qualification,4
Ecuador,Uruguay,2,5,Copa América,3
German DR,Luxembourg,3,0,Friendly,3
Argentina,Colombia,8,2,Copa América,6
Brazil,Chile,4,2,Copa América,2
Guatemala,Curaçao,1,3,FIFA World Cup qualification,2
Argentina,Ecuador,3,0,Copa América,3
Argentina,Uruguay,4,0,Copa América,4
Netherlands,Luxembourg,4,1,FIFA World Cup qualification,3
Brazil,Ecuador,7,1,Copa América,6
Peru,Uruguay,3,5,Copa América,2
Brazil,Colombia,9,0,Copa América,9
Peru,Colombia,4,1,Copa América,3
Argentina,Chile,6,2,Copa América,4
Belgium,Spain,0,5,Friendly,5
Chile,Uruguay,0,2,Copa América,2
Colombia,Ecuador,4,1,Copa América,3
Argentina,Brazil,3,0,Copa América,3
Mexico,United States,6,0,FIFA World Cup qualification,6
Peru,Argentina,1,4,Friendly,3
Austria,Switzerland,4,0,Central European International Cup,4
Martinique,Guadeloupe,6,1,Friendly,5
United States,Mexico,2,7,FIFA World Cup qualification,5
Northern Ireland,Portugal,3,0,FIFA World Cup qualification,3
England,Republic of Ireland,5,1,FIFA World Cup qualification,4
Scotland,Spain,4,2,FIFA World Cup qualification,2
Indonesia,China PR,2,0,FIFA World Cup qualification,2
Yugoslavia,Italy,6,1,Central European International Cup,5
Denmark,England,1,4,FIFA World Cup qualification,3
Guadeloupe,Martinique,5,2,Friendly,3
Germany,Scotland,1,3,Friendly,2
Czechoslovakia,Wales,2,0,FIFA World Cup qualification,2
Portugal,Italy,3,0,FIFA World Cup qualification,3
Spain,Scotland,4,1,FIFA World Cup qualification,3
France,Iceland,8,0,FIFA World Cup qualification,8
Tunisia,Libya,4,2,Friendly,2
Belgium,Iceland,8,3,FIFA World Cup qualification,5
Paraguay,Bolivia,5,2,Copa Paz del Chaco,3
Brazil,Portugal,3,0,Friendly,3
Czechoslovakia,German DR,3,1,FIFA World Cup qualification,2
Finland,Denmark,2,0,Friendly,2
Denmark,Norway,2,0,Friendly,2
Finland,Sweden,1,5,Friendly,4
Canada,United States,5,1,FIFA World Cup qualification,4
Hungary,Bulgaria,4,1,FIFA World Cup qualification,3
Russia,Poland,3,0,FIFA World Cup qualification,3
Mexico,Canada,3,0,FIFA World Cup qualification,3
Mexico,Canada,2,0,FIFA World Cup qualification,2
Finland,Poland,1,3,FIFA World Cup qualification,2
Paraguay,Colombia,3,0,FIFA World Cup qualification,3
Iceland,Norway,0,3,Friendly,3
Brazil,Argentina,2,0,Copa Roca,2
Iceland,Denmark,2,6,Friendly,4
Denmark,Norway,1,3,Friendly,2
Paraguay,Uruguay,5,0,FIFA World Cup qualification,5
Bulgaria,Russia,0,4,Friendly,4
China PR,Sudan,4,1,Friendly,3
Uruguay,Paraguay,2,0,FIFA World Cup qualification,2
Curaçao,Haiti,1,3,CCCF Championship,2
Finland,Russia,0,10,FIFA World Cup qualification,10
Curaçao,Cuba,2,0,CCCF Championship,2
Cuba,Honduras,0,2,CCCF Championship,2
Curaçao,Panama,3,0,CCCF Championship,3
Cuba,Haiti,1,6,CCCF Championship,5
Malawi,Zambia,0,5,Friendly,5
Indonesia,Thailand,4,0,Merdeka Tournament,4
Cambodia,Thailand,0,3,Merdeka Tournament,3
Finland,Norway,0,4,Nordic Championship,4
Iceland,France,1,5,FIFA World Cup qualification,4
Malaysia,Myanmar,5,2,Merdeka Tournament,3
Myanmar,Cambodia,2,0,Merdeka Tournament,2
Malaysia,Vietnam Republic,1,4,Merdeka Tournament,3
Singapore,Thailand,6,0,Merdeka Tournament,6
Tanzania,Uganda,2,4,Friendly,2
Iceland,Belgium,2,5,FIFA World Cup qualification,3
Zanzibar,Kenya,1,5,Friendly,4
Myanmar,Thailand,5,2,Merdeka Tournament,3
Indonesia,Vietnam Republic,3,1,Merdeka Tournament,2
Malaysia,Indonesia,4,2,Merdeka Tournament,2
Netherlands,Luxembourg,5,2,FIFA World Cup qualification,3
New Caledonia,Tahiti,2,4,Friendly,2
Sweden,Finland,5,1,Nordic Championship,4
Wales,German DR,4,1,FIFA World Cup qualification,3
New Caledonia,Tahiti,2,0,Friendly,2
Bolivia,Chile,3,0,FIFA World Cup qualification,3
Luxembourg,Austria,0,3,FIFA World Cup qualification,3
Denmark,Republic of Ireland,0,2,FIFA World Cup qualification,2
Bolivia,Argentina,2,0,FIFA World Cup qualification,2
Hungary,France,2,0,Friendly,2
Chile,Argentina,0,2,FIFA World Cup qualification,2
Denmark,Finland,3,0,Nordic Championship,3
Sweden,Norway,5,2,Nordic Championship,3
Wales,England,0,4,British Home Championship,4
Argentina,Chile,4,0,FIFA World Cup qualification,4
Mexico,Costa Rica,2,0,FIFA World Cup qualification,2
Mauritius,Madagascar,4,0,Friendly,4
Argentina,Bolivia,4,0,FIFA World Cup qualification,4
German DR,Czechoslovakia,1,4,FIFA World Cup qualification,3
Cambodia,Malaysia,1,3,Friendly,2
Bulgaria,Norway,7,0,FIFA World Cup qualification,7
Poland,Finland,4,0,FIFA World Cup qualification,4
Romania,Greece,3,0,FIFA World Cup qualification,3
Hungary,Norway,5,0,FIFA World Cup qualification,5
Yugoslavia,Greece,4,1,FIFA World Cup qualification,3
Netherlands,Belgium,5,2,Friendly,3
Yugoslavia,Romania,2,0,FIFA World Cup qualification,2
Poland,Russia,0,2,FIFA World Cup qualification,2
Switzerland,Spain,1,4,FIFA World Cup qualification,3
England,France,4,0,Friendly,4
Italy,Portugal,3,0,FIFA World Cup qualification,3
Israel,Wales,0,2,FIFA World Cup qualification,2
Malta,Denmark,3,0,Friendly,3
Wales,Israel,2,0,FIFA World Cup qualification,2
Ghana,Togo,5,2,Friendly,3
Malaysia,Singapore,5,2,Friendly,3
Belgium,Germany,0,2,Friendly,2
Malaysia,Singapore,3,1,Friendly,2
Germany,Spain,2,0,Friendly,2
Morocco,Libya,3,1,Friendly,2
Belgium,Netherlands,2,7,Friendly,5
Scotland,England,0,4,British Home Championship,4
Hungary,Yugoslavia,2,0,Friendly,2
Zimbabwe,Zambia,0,2,Friendly,2
Netherlands,Curaçao,8,1,Friendly,7
Argentina,Paraguay,2,0,Friendly,2
Argentina,Uruguay,2,0,Friendly,2
Brazil,Paraguay,5,1,Copa Oswaldo Cruz,4
Singapore,Malaysia,0,3,Friendly,3
Tunisia,Libya,4,1,Friendly,3
Trinidad and Tobago,Jamaica,4,0,Friendly,4
Yugoslavia,England,5,0,Friendly,5
Philippines,Indonesia,0,3,Friendly,3
Austria,Republic of Ireland,3,1,Friendly,2
Brazil,Bulgaria,4,0,Friendly,4
Malaysia,Pakistan,4,2,Friendly,2
Brazil,Bulgaria,3,1,Friendly,2
Switzerland,Belgium,0,2,Friendly,2
Argentina,Germany,1,3,FIFA World Cup,2
Austria,Brazil,0,3,FIFA World Cup,3
France,Paraguay,7,3,FIFA World Cup,4
Sweden,Mexico,3,0,FIFA World Cup,3
Argentina,Northern Ireland,3,1,FIFA World Cup,2
Austria,Russia,0,2,FIFA World Cup,2
Argentina,Czechoslovakia,1,6,FIFA World Cup,5
Brazil,Russia,2,0,FIFA World Cup,2
Hungary,Mexico,4,0,FIFA World Cup,4
Norway,Finland,2,0,Nordic Championship,2
France,Northern Ireland,4,0,FIFA World Cup,4
Sweden,Russia,2,0,FIFA World Cup,2
Brazil,France,5,2,FIFA World Cup,3
Sweden,Germany,3,1,FIFA World Cup,2
France,Germany,6,3,FIFA World Cup,3
Sweden,Brazil,2,5,FIFA World Cup,3
Singapore,Indonesia,0,5,Friendly,5
Malaysia,Indonesia,2,4,Friendly,2
Finland,Sweden,1,7,Nordic Championship,6
Indonesia,Singapore,2,0,Merdeka Tournament,2
Indonesia,Vietnam Republic,4,1,Merdeka Tournament,3
Malaysia,Vietnam Republic,2,0,Merdeka Tournament,2
New Caledonia,New Zealand,1,5,Friendly,4
Zimbabwe,Zambia,4,2,Friendly,2
Finland,Denmark,1,4,Nordic Championship,3
Norway,Sweden,0,2,Nordic Championship,2
Poland,Hungary,1,3,Friendly,2
Russia,Hungary,3,1,UEFA Euro qualification,2
France,Greece,7,1,UEFA Euro qualification,6
Kenya,Tanzania,3,1,Friendly,2
Uganda,Tanzania,2,0,Friendly,2
Kenya,Zanzibar,4,0,Friendly,4
Kenya,Uganda,2,0,Friendly,2
Netherlands,Denmark,5,1,Friendly,4
Spain,Northern Ireland,6,2,Friendly,4
Réunion,Mauritius,0,2,Friendly,2
Wales,Scotland,0,3,British Home Championship,3
Réunion,Madagascar,1,3,Friendly,2
England,Russia,5,0,Friendly,5
German DR,Norway,4,1,Friendly,3
Netherlands,Switzerland,2,0,Friendly,2
Romania,Turkey,3,0,UEFA Euro qualification,3
Netherlands,South Africa,9,3,Friendly,6
Hungary,Belgium,3,1,Friendly,2
Germany,Bulgaria,3,0,Friendly,3
Hong Kong,Japan,5,2,Friendly,3
Malaysia,Japan,6,2,Friendly,4
Malaysia,Japan,1,3,Friendly,2
Mexico,Costa Rica,3,1,Friendly,2
Trinidad and Tobago,Barbados,2,0,Friendly,2
Barbados,Jamaica,1,3,Friendly,2
Argentina,Chile,6,1,Copa América,5
Bolivia,Uruguay,0,7,Copa América,7
Argentina,Bolivia,2,0,Copa América,2
Martinique,Guadeloupe,3,0,Friendly,3
Peru,Uruguay,5,3,Copa América,2
Bolivia,Paraguay,0,5,Copa América,5
Brazil,Chile,3,0,Copa América,3
Argentina,Peru,3,1,Copa América,2
Paraguay,Uruguay,1,3,Copa América,2
Bolivia,Brazil,2,4,Copa América,2
Argentina,Paraguay,3,1,Copa América,2
Bolivia,Chile,2,5,Copa América,3
Brazil,Uruguay,3,1,Copa América,2
Brazil,Paraguay,4,1,Copa América,3
Philippines,Hong Kong,0,7,AFC Asian Cup qualification,7
Argentina,Uruguay,4,1,Copa América,3
Philippines,Taiwan,4,7,AFC Asian Cup qualification,3
Republic of Ireland,Czechoslovakia,2,0,UEFA Euro qualification,2
Hungary,Yugoslavia,4,0,Friendly,4
Northern Ireland,Wales,4,1,British Home Championship,3
Switzerland,Yugoslavia,1,5,Central European International Cup,4
Turkey,Romania,2,0,UEFA Euro qualification,2
Uruguay,Paraguay,1,3,Friendly,2
Singapore,Vietnam Republic,1,4,AFC Asian Cup qualification,3
Czechoslovakia,Republic of Ireland,4,0,UEFA Euro qualification,4
Singapore,Malaysia,2,5,AFC Asian Cup qualification,3
Brazil,England,2,0,Friendly,2
Peru,England,4,1,Friendly,3
Sweden,Portugal,2,0,Friendly,2
Egypt,Ethiopia,4,0,African Cup of Nations,4
Belgium,Austria,0,2,Friendly,2
United States,England,1,8,Friendly,7
Martinique,Suriname,3,1,Friendly,2
Martinique,Suriname,3,0,Friendly,3
Yugoslavia,Bulgaria,2,0,UEFA Euro qualification,2
Guadeloupe,Suriname,3,1,Friendly,2
Austria,Belgium,4,2,Friendly,2
Denmark,Sweden,0,6,Nordic Championship,6
German DR,Portugal,0,2,UEFA Euro qualification,2
Poland,Israel,7,2,Friendly,5
Finland,Norway,2,4,Nordic Championship,2
Poland,Spain,2,4,UEFA Euro qualification,2
Tahiti,New Caledonia,2,4,Friendly,2
Tahiti,New Caledonia,3,1,Friendly,2
Sweden,Finland,3,1,Nordic Championship,2
Hong Kong,Taiwan,1,3,Friendly,2
India,Singapore,2,0,Merdeka Tournament,2
South Korea,Singapore,4,1,Merdeka Tournament,3
Japan,Singapore,4,1,Merdeka Tournament,3
Japan,South Korea,1,3,Merdeka Tournament,2
Russia,Czechoslovakia,3,1,Friendly,2
Malaysia,South Korea,2,4,Friendly,2
India,Vietnam Republic,1,5,Friendly,4
Singapore,South Korea,0,4,Friendly,4
Brazil,Chile,7,0,Copa Bernardo O'Higgins,7
Austria,Norway,5,2,UEFA Euro qualification,3
Suriname,Martinique,4,1,Friendly,3
Northern Ireland,Scotland,0,4,British Home Championship,4
Denmark,Finland,4,0,Nordic Championship,4
Netherlands,Belgium,9,1,Friendly,8
Switzerland,Germany,0,4,Friendly,4
Kenya,Zanzibar,5,0,Friendly,5
Tanzania,Kenya,0,2,Friendly,2
Yugoslavia,Hungary,2,4,Friendly,2
Spain,Poland,3,0,UEFA Euro qualification,3
Czechoslovakia,Denmark,5,1,UEFA Euro qualification,4
Sweden,Norway,6,2,Nordic Championship,4
Germany,Netherlands,7,0,Friendly,7
North Korea,North Vietnam,5,0,Friendly,5
Hungary,Switzerland,8,0,Central European International Cup,8
China PR,North Vietnam,2,0,Friendly,2
Netherlands,Norway,7,1,Friendly,6
France,Portugal,5,3,Friendly,2
Chile,Argentina,4,2,Friendly,2
Ghana,Nigeria,5,2,Friendly,3
Spain,Austria,6,3,Friendly,3
Nigeria,Benin,10,1,Friendly,9
Greece,Denmark,1,3,Friendly,2
Iran,Israel,3,0,AFC Asian Cup qualification,3
Ecuador,Uruguay,0,4,Copa América,4
India,Israel,1,3,AFC Asian Cup qualification,2
Argentina,Paraguay,4,2,Copa América,2
Israel,Pakistan,2,0,AFC Asian Cup qualification,2
Brazil,Uruguay,0,3,Copa América,3
France,Austria,5,2,UEFA Euro qualification,3
Costa Rica,Honduras,6,1,Friendly,5
Argentina,Uruguay,0,5,Copa América,5
Ecuador,Brazil,1,3,Copa América,2
Argentina,Brazil,4,1,Copa América,3
Ecuador,Paraguay,3,1,Copa América,2
Morocco,Yugoslavia,0,5,Friendly,5
Tunisia,Yugoslavia,1,5,Friendly,4
Italy,Switzerland,3,0,Central European International Cup,3
Ghana,Sierra Leone,6,2,Friendly,4
Costa Rica,Curaçao,4,0,CCCF Championship,4
Costa Rica,Brazil,3,0,Pan American Championship,3
Spain,Italy,3,1,Friendly,2
Costa Rica,Argentina,0,2,Pan American Championship,2
France,Chile,6,0,Friendly,6
Argentina,Mexico,2,0,Pan American Championship,2
Costa Rica,Brazil,0,4,Pan American Championship,4
Austria,France,2,4,UEFA Euro qualification,2
Belgium,Switzerland,3,1,Friendly,2
Republic of Ireland,Chile,2,0,Friendly,2
Netherlands,Bulgaria,4,2,Friendly,2
Switzerland,Chile,4,2,Friendly,2
Cameroon,Djibouti,9,2,Friendly,7
Madagascar,Burkina Faso,6,1,Friendly,5
Indonesia,Malaysia,5,0,Friendly,5
Egypt,Brazil,0,5,Friendly,5
Czechoslovakia,Austria,4,0,Friendly,4
Egypt,Brazil,1,3,Friendly,2
Singapore,India,3,0,Friendly,3
Egypt,Brazil,0,3,Friendly,3
Spain,England,3,0,Friendly,3
Sweden,Republic of Ireland,4,1,Friendly,3
Switzerland,Netherlands,3,1,Friendly,2
Russia,Poland,7,1,Friendly,6
Bulgaria,Belgium,4,1,Friendly,3
Hungary,England,2,0,Friendly,2
Romania,Czechoslovakia,0,2,UEFA Euro qualification,2
Yugoslavia,Portugal,5,1,UEFA Euro qualification,4
Argentina,Brazil,4,2,Copa Roca,2
Denmark,Norway,3,0,Nordic Championship,3
Argentina,Brazil,1,4,Copa Roca,3
Austria,Scotland,4,1,Friendly,3
Czechoslovakia,Romania,3,0,UEFA Euro qualification,3
Turkey,Scotland,4,2,Friendly,2
Norway,Iceland,4,0,Friendly,4
Finland,Sweden,0,3,Nordic Championship,3
Mexico,Netherlands,3,1,Friendly,2
Poland,Bulgaria,4,0,Friendly,4
Brazil,Chile,4,0,Friendly,4
Denmark,Greece,7,2,Friendly,5
Czechoslovakia,Russia,0,3,UEFA Euro,3
France,Czechoslovakia,0,2,UEFA Euro,2
Bulgaria,German DR,2,0,Friendly,2
Peru,Spain,1,3,Friendly,2
Brazil,Argentina,5,1,Atlantic Cup,4
Chile,Spain,0,4,Friendly,4
Chile,Spain,1,4,Friendly,3
Argentina,Spain,2,0,Friendly,2
Iceland,Germany,0,5,Friendly,5
Malaysia,Japan,3,0,Merdeka Tournament,3
Pakistan,Thailand,7,0,Merdeka Tournament,7
South Korea,Indonesia,2,0,Merdeka Tournament,2
Yugoslavia,Tunisia,7,0,Friendly,7
Malaysia,Thailand,8,2,Merdeka Tournament,6
Indonesia,Singapore,8,3,Merdeka Tournament,5
Pakistan,Japan,3,1,Merdeka Tournament,2
Japan,Thailand,3,1,Merdeka Tournament,2
Indonesia,Vietnam Republic,5,3,Merdeka Tournament,2
Indonesia,Pakistan,4,0,Merdeka Tournament,4
Argentina,Uruguay,4,0,Atlantic Cup,4
Singapore,Pakistan,4,1,Friendly,3
Indonesia,Pakistan,5,2,Friendly,3
Ghana,Nigeria,4,1,FIFA World Cup qualification,3
Norway,Finland,6,3,Nordic Championship,3
Austria,Russia,3,1,Friendly,2
Tahiti,New Zealand,1,5,Friendly,4
Costa Rica,Honduras,5,0,FIFA World Cup qualification,5
Norway,Sweden,3,1,Nordic Championship,2
Trinidad and Tobago,Martinique,3,1,Friendly,2
Belgium,Netherlands,1,4,Friendly,3
Ghana,Mali,5,1,Friendly,4
Nigeria,Guinea-Bissau,4,1,Friendly,3
North Vietnam,Mongolia,3,1,Friendly,2
China PR,Mongolia,6,1,Friendly,5
North Vietnam,North Korea,1,3,Friendly,2
Northern Ireland,England,2,5,British Home Championship,3
Nigeria,Ghana,0,3,Friendly,3
Kenya,Zanzibar,4,1,Friendly,3
Mongolia,North Korea,1,10,Friendly,9
Uganda,Zanzibar,3,0,Friendly,3
Kenya,Tanzania,5,0,Friendly,5
Switzerland,France,6,2,Friendly,4
South Korea,Vietnam Republic,5,1,AFC Asian Cup,4
Tanzania,Zanzibar,4,2,Friendly,2
Taiwan,Vietnam Republic,2,0,AFC Asian Cup,2
South Korea,Israel,3,0,AFC Asian Cup,3
Israel,Vietnam Republic,5,1,AFC Asian Cup,4
Luxembourg,England,0,9,FIFA World Cup qualification,9
Sweden,Belgium,2,0,FIFA World Cup qualification,2
Wales,Scotland,2,0,British Home Championship,2
Sweden,Denmark,2,0,Nordic Championship,2
England,Spain,4,2,Friendly,2
Austria,Spain,3,0,Friendly,3
Czechoslovakia,Netherlands,4,0,Friendly,4
German DR,Finland,5,1,Friendly,4
Republic of Ireland,Norway,3,1,Friendly,2
Mexico,United States,3,0,FIFA World Cup qualification,3
Scotland,Northern Ireland,5,2,British Home Championship,3
Hungary,Poland,4,1,Friendly,3
Belgium,Switzerland,2,4,FIFA World Cup qualification,2
Greece,Germany,0,3,FIFA World Cup qualification,3
Hungary,Austria,2,0,Friendly,2
England,Wales,5,1,British Home Championship,4
Israel,Cyprus,6,1,FIFA World Cup qualification,5
Ecuador,Argentina,3,6,FIFA World Cup qualification,3
Tunisia,German DR,0,3,Friendly,3
France,Bulgaria,3,0,FIFA World Cup qualification,3
Argentina,Ecuador,5,0,FIFA World Cup qualification,5
Chile,Paraguay,4,1,Friendly,3
Chile,Paraguay,3,1,Friendly,2
Saint Lucia,Dominica,4,1,Windward Islands Tournament,3
Grenada,Saint Vincent and the Grenadines,3,6,Windward Islands Tournament,3
Saint Lucia,Grenada,0,4,Windward Islands Tournament,4
Dominica,Grenada,1,8,Windward Islands Tournament,7
Colombia,United States,2,0,Friendly,2
Egypt,Hungary,0,2,Friendly,2
Costa Rica,Cuba,4,1,CCCF Championship,3
Ghana,Mali,3,0,Friendly,3
Guatemala,Haiti,1,3,CCCF Championship,2
Curaçao,Honduras,2,4,CCCF Championship,2
Cuba,Guatemala,0,2,CCCF Championship,2
Haiti,Panama,3,1,CCCF Championship,2
Haiti,Honduras,0,2,CCCF Championship,2
Chile,Peru,5,2,Friendly,3
Portugal,Luxembourg,6,0,FIFA World Cup qualification,6
Netherlands,Belgium,6,2,Friendly,4
Panama,Haiti,0,3,Friendly,3
Panama,Haiti,0,2,Friendly,2
Chile,Germany,3,1,Friendly,2
Costa Rica,Curaçao,6,0,FIFA World Cup qualification,6
Spain,France,2,0,Friendly,2
Mexico,Curaçao,7,0,FIFA World Cup qualification,7
Mexico,Costa Rica,4,1,FIFA World Cup qualification,3
Northern Ireland,Wales,1,5,British Home Championship,4
England,Scotland,9,3,British Home Championship,6
Hungary,German DR,2,0,FIFA World Cup qualification,2
Sierra Leone,Nigeria,1,4,Friendly,3
Curaçao,Costa Rica,2,0,FIFA World Cup qualification,2
Netherlands,Hungary,0,3,FIFA World Cup qualification,3
Paraguay,Brazil,0,2,Copa Oswaldo Cruz,2
Scotland,Republic of Ireland,4,1,FIFA World Cup qualification,3
Republic of Ireland,Scotland,0,3,FIFA World Cup qualification,3
Yugoslavia,Hungary,2,4,Friendly,2
England,Mexico,8,0,Friendly,8
Czechoslovakia,Scotland,4,0,FIFA World Cup qualification,4
Austria,England,3,1,Friendly,2
Sweden,Switzerland,4,0,FIFA World Cup qualification,4
Ghana,Nigeria,3,0,Friendly,3
Portugal,Argentina,0,2,Friendly,2
Japan,South Korea,0,2,FIFA World Cup qualification,2
Spain,Argentina,2,0,Friendly,2
Italy,Argentina,4,1,Friendly,3
